conv	turn	fresh	reused_tok	num_total_blk	num_new_blk	num_reused_blk	num_missed_blk	kv_size_bytes	kv_xfer_ms	wait_ms	ttft_agg_ms	ttft_disagg_ms	delta_ttft_ms	xfer_prep_ms	xfer_preproc_ms	xfer_transmissions_ms	xfer_postproc_ms
aa-rwlt-coding-agent-051	17	2982	37865	1277	0	0	1277	1631944704	75.458	88.246	121.327	232.257	110.93				
aa-rwlt-coding-agent-051	18	384	40847	1289	0	0	1289	1647280128	76.532	89.852	64.92	217.462	152.542				
aa-rwlt-coding-agent-051	19	2413	41231	1364	0	0	1364	1743126528	86.752	100.781	114.553	237.16	122.607				
aa-rwlt-coding-agent-051	20	127	43644	1368	0	0	1368	1748238336	86.867	100.982	66.579	185.712	119.133				
aa-rwlt-coding-agent-051	21	400	43771	1381	0	0	1381	1764851712	87.644	102.056	69.185	193.385	124.2				
aa-rwlt-coding-agent-051	22	968	44171	1411	0	0	1411	1803190272	92.191	106.416	86.673	210.675	124.002				
aa-rwlt-coding-agent-051	23	89	45139	1414	0	0	1414	1807024128	91.915	106.359	68.438	193.102	124.664				
aa-rwlt-coding-agent-051	24	152	45228	1419	0	0	1419	1813413888	93.187	107.149	69.165	196.51	127.345				
aa-rwlt-coding-agent-051	25	56	45380	1420	0	0	1420	1814691840	93.395	107.628	68.992	195.225	126.233				
aa-rwlt-coding-agent-051	26	217	45436	1427	0	0	1427	1823637504	93.885	108.022	70.571	199.367	128.796				
aa-rwlt-coding-agent-051	27	91	45653	1430	0	0	1430	1827471360	93.311	107.685	68.529	197.356	128.827				
aa-rwlt-coding-agent-051	28	3002	45744	1524	0	0	1524	1947598848	106.196	121.031	137.481	279.479	141.998				
aa-rwlt-coding-agent-051	29	68	48746	1526	0	0	1526	1950154752	106.138	120.955	76.598	218.518	141.92				
aa-rwlt-coding-agent-051	30	498	48814	1541	1	0	1541	1969324032	108.741	124.218	76.841	225.018	148.177				
aa-rwlt-coding-agent-051	31	437	49312	1555	0	0	1555	1987215360	111.568	126.94	76.314	229.742	153.428				
aa-rwlt-coding-agent-051	32	683	49749	1576	0	0	1576	2014052352	112.237	127.487	89.723	238.005	148.282				
aa-rwlt-coding-agent-051	33	537	50432	1593	0	0	1593	2035777536	116.921	132.607	88.337	242.496	154.159				
aa-rwlt-coding-agent-051	34	564	50969	1611	0	0	1611	2058780672	119.51	135.115	89.205	246.186	156.981				
aa-rwlt-coding-agent-051	35	2864	51533	1700	0	0	1700	2172518400	133.851	150.244	152.955	326.124	173.169				
aa-rwlt-coding-agent-051	36	69	54397	1703	0	0	1703	2176352256	134.439	150.656	84.999	251.677	166.678				
aa-rwlt-coding-agent-051	37	611	54466	1722	0	0	1722	2200633344	137.789	154.283	94.862	272.069	177.207				
aa-rwlt-coding-agent-051	38	926	55077	1751	0	0	1751	2237693952	131.455	151.2	99.572	275.15	175.578				
aa-rwlt-coding-agent-051	39	3359	56003	1856	0	0	1856	2371878912	150.287	177.489	183.973	385.228	201.255				
aa-rwlt-coding-agent-051	40	126	59362	1859	0	0	1859	2375712768	150.844	168.867	84.032	277.594	193.562				
aa-rwlt-coding-agent-051	41	754	59488	1883	0	0	1883	2406383616	155.652	174.077	103.114	304.745	201.631				
aa-rwlt-coding-agent-051	42	172	60242	1888	1	0	1888	2412773376	156.459	174.883	85.468	287.961	202.493				
aa-rwlt-coding-agent-051	43	262	60414	1897	0	0	1897	2424274944	157.938	176.224	87.409	295.216	207.807				
aa-rwlt-coding-agent-051	44	72	60676	1899	0	0	1899	2426830848	158.822	177.017	85.493	287.785	202.292				
aa-rwlt-coding-agent-051	45	126	60748	1903	0	0	1903	2431942656	159.426	177.645	86.249	288.729	202.48				
aa-rwlt-coding-agent-051	46	87	60874	1906	0	0	1906	2435776512	159.849	178.711	91.4	292.311	200.911				
aa-rwlt-coding-agent-056	0	9575	0	300	300	0	300	383385600	310.398	318.21	1507.5	935.3	-572.2				
aa-rwlt-coding-agent-056	1	313	9575	309	309	0	309	394887168	13.51	19.293	155.181	289.095	133.914				
aa-rwlt-coding-agent-056	2	55	9888	311	311	0	311	397443072	6.302	11.528	168.938	287.352	118.414				
aa-rwlt-coding-agent-056	3	3457	9943	419	419	0	419	535461888	21.817	28.207	178.874	321.338	142.464				
aa-rwlt-coding-agent-056	4	3194	13400	519	519	0	519	663257088	28.672	35.94	86.902	132.788	45.886				
aa-rwlt-coding-agent-056	5	15518	16594	1004	1004	0	1004	1283063808	174.358	189.37	265.712	473.054	207.342				
aa-rwlt-coding-agent-056	6	480	32112	1019	1019	0	1019	1302233088	134.68	145.279	65.948	228.372	162.424				
aa-rwlt-coding-agent-056	7	3057	32592	1115	1115	0	1115	1424916480	169.586	181.265	115.189	311.895	196.706				
aa-rwlt-coding-agent-056	8	18482	35649	1692	1692	0	1692	2162294784	487.166	503.648	444.484	971.185	526.701				
aa-rwlt-coding-agent-056	9	675	54131	1713	1713	0	1713	2189131776	376.063	392.623	97.588	511.888	414.3				
aa-rwlt-coding-agent-056	10	67	54806	1715	1715	0	1715	2191687680	226.32	242.606	75.936	340.548	264.612				
aa-rwlt-coding-agent-056	11	92	54873	1718	1718	0	1718	2195521536	198.772	214.767	76.738	312.22	235.482				
aa-rwlt-coding-agent-056	12	269	54965	1727	1727	0	1727	2207023104	166.938	183.566	82.813	288.265	205.452				
aa-rwlt-coding-agent-056	13	202	55234	1733	1733	0	1733	2214690816	169.34	185.575	84.84	292.024	207.184				
aa-rwlt-coding-agent-056	14	406	55436	1746	1746	0	1746	2231304192	182.202	199.192	86.591	303.819	217.228				
aa-rwlt-coding-agent-056	15	245	55842	1753	1753	0	1753	2240249856	181.11	198.077	80.827	302.51	221.683				
aa-rwlt-coding-agent-056	16	1026	56087	1785	1785	0	1785	2281144320	170.701	187.728	104.015	322.109	218.094				
aa-rwlt-coding-agent-056	17	503	57113	1801	1801	0	1801	2301591552	159.055	176.093	79.813	282.211	202.398				
aa-rwlt-coding-agent-056	18	2485	57616	1879	1879	0	1879	2401271808	217.908	235.851	144.983	404.006	259.023				
aa-rwlt-coding-agent-056	19	123	60101	1882	1882	0	1882	2405105664	215.632	232.971	83.592	341.869	258.277				
aa-rwlt-coding-agent-056	20	168	60224	1888	1888	0	1888	2412773376	184.582	202.546	87.998	315.099	227.101				
aa-rwlt-coding-agent-056	21	71	60392	1890	1890	0	1890	2415329280	187.976	205.839	83.693	306.421	222.728				
aa-rwlt-coding-agent-056	22	89	60463	1893	1893	0	1893	2419163136	171.908	190.569	76.699	292.134	215.435				
aa-rwlt-coding-agent-056	23	1302	60552	1933	1933	0	1933	2470281216	198.384	217.179	125.58	367.023	241.443				
aa-rwlt-coding-agent-056	24	222	61854	1940	1940	0	1940	2479226880	184.792	203.43	87.246	317.163	229.917				
aa-rwlt-coding-agent-056	25	211	62076	1947	1947	0	1947	2488172544	194.361	213.721	85.059	325.135	240.076				
aa-rwlt-coding-agent-056	26	301	62287	1956	1956	0	1956	2499674112	199.338	217.972	89.205	337.216	248.011				
aa-rwlt-coding-agent-056	27	1061	62588	1990	1990	0	1990	2543124480	223.487	242.552	128.754	387.281	258.527				
aa-rwlt-coding-agent-056	28	329	63649	2000	2000	0	2000	2555904000	211.341	229.871	91.708	346.61	254.902				
aa-rwlt-coding-agent-056	29	139	63978	2004	2004	0	2004	2561015808	196.051	214.623	92.35	334.949	242.599				
aa-rwlt-coding-agent-056	30	1481	64117	2050	2034	0	2050	2619801600	234.829	255.021	131.719	415.176	283.457				
aa-rwlt-coding-agent-056	31	407	65598	2063	0	0	2063	2636414976	225.648	246.332	96.779	365.944	269.165				
aa-rwlt-coding-agent-056	32	225	66005	2070	0	0	2070	2645360640	215.819	236.907	89.18	356.754	267.574				
aa-rwlt-coding-agent-056	33	96	66230	2073	0	0	2073	2649194496	216.737	236.883	87.943	349.823	261.88				
aa-rwlt-coding-agent-056	34	824	66326	2099	0	0	2099	2682421248	233.125	253.174	124.422	395.062	270.64				
aa-rwlt-coding-agent-056	35	1106	67150	2133	0	0	2133	2725871616	243.248	263.404	123.038	415.554	292.516				
aa-rwlt-coding-agent-056	36	390	68256	2146	0	0	2146	2742484992	239.02	259.401	101.962	383.891	281.929				
aa-rwlt-coding-agent-056	37	1070	68646	2179	0	0	2179	2784657408	265.145	286.371	126.101	439.174	313.073				
aa-rwlt-coding-agent-056	38	703	69716	2201	0	0	2201	2812772352	242.873	263.724	119.559	406.159	286.6				
aa-rwlt-coding-agent-056	39	1728	70419	2255	0	0	2255	2881781760	296.5	318.616	148.156	497.691	349.535				
aa-rwlt-coding-agent-056	40	2703	72147	2340	0	0	2340	2990407680	327.26	349.348	179.243	556.21	376.967				
aa-rwlt-coding-agent-056	41	295	74850	2349	0	0	2349	3001909248	292.116	314.548	99.236	442.871	343.635				
aa-rwlt-coding-agent-056	42	197	75145	2355	0	0	2355	3009576960	262.571	285.054	98.491	416.349	317.858				
aa-rwlt-coding-agent-056	43	624	75342	2374	0	0	2374	3033858048	282.47	304.895	123.789	461.111	337.322				
aa-rwlt-coding-agent-056	44	83	75966	2377	0	0	2377	3037691904	266.723	288.96	102.843	419.962	317.119				
aa-rwlt-coding-agent-056	45	88	76049	2380	133	0	2380	3041525760	270.015	292.408	97.386	419.529	322.143				
aa-rwlt-coding-agent-056	46	540	76137	2397	30	0	2397	3063250944	280.423	302.814	129.085	460.309	331.224				
aa-rwlt-coding-agent-056	47	112	76677	2400	63	0	2400	3067084800	283.333	305.693	105.129	436.796	331.667				
aa-rwlt-coding-agent-056	48	285	76789	2409	2	0	2409	3078586368	290.643	313.543	108.429	452.24	343.811				
aa-rwlt-coding-agent-056	49	121	77074	2413	2	0	2413	3083698176	301.705	324.175	98.798	454.96	356.162				
aa-rwlt-coding-agent-056	50	125	77195	2417	4	0	2417	3088809984	304.637	326.981	105.33	460.055	354.725				
aa-rwlt-coding-agent-056	51	430	77320	2430	2	0	2430	3105423360	296.996	319.073	115.9	464.462	348.562				
aa-rwlt-coding-agent-056	52	181	77750	2436	14	0	2436	3113091072	284.847	307.765	106.604	445.306	338.702				
aa-rwlt-coding-agent-056	53	294	77931	2445	2	0	2445	3124592640	291.325	314.492	106.094	452.58	346.486				
aa-rwlt-coding-agent-056	54	122	78225	2449	6	0	2449	3129704448	296.085	318.872	103.422	453.637	350.215				
aa-rwlt-coding-agent-056	55	159	78347	2454	5	0	2454	3136094208	298.184	320.502	110.046	458.725	348.679				
aa-rwlt-coding-agent-056	56	363	78506	2465	1	0	2465	3150151680	315.953	347.694	120.447	500.637	380.19				
aa-rwlt-coding-agent-056	57	976	78869	2496	10	0	2496	3189768192	318.785	342.769	129.521	509.106	379.585				
aa-rwlt-coding-agent-056	58	975	79845	2526	16	0	2526	3228106752	334.838	358.035	136.973	523.562	386.589				
aa-rwlt-coding-agent-056	59	783	80820	2551	6	0	2551	3260055552	356.275	379.611	135.15	549.201	414.051				
aa-rwlt-coding-agent-056	60	83	81603	2553	2	0	2553	3262611456	362.876	385.896	112.387	526.267	413.88				
aa-rwlt-coding-agent-073	0	7918	2028	311	0	0	311	397443072	4.832	10.182	96.828	116.205	19.377				
aa-rwlt-coding-agent-073	1	421	9946	324	0	0	324	414056448	4.922	10.275	36.865	55.064	18.199				
aa-rwlt-coding-agent-073	2	2344	9946	385	0	0	385	492011520	5.624	11.154	55.707	75.971	20.264				
aa-rwlt-coding-agent-073	3	1315	12290	426	0	0	426	544407552	6.763	12.654	46.849	69.621	22.772				
aa-rwlt-coding-agent-073	4	1053	13605	459	0	0	459	586579968	7.287	13.701	51.311	70.49	19.179				
aa-rwlt-coding-agent-073	5	469	14658	473	0	0	473	604471296	7.496	13.905	41.978	63.708	21.73				
aa-rwlt-coding-agent-073	6	4724	10367	472	0	0	472	603193344	7.875	14.811	81.944	109.245	27.301				
aa-rwlt-coding-agent-073	7	1541	15127	521	0	0	521	665812992	9.797	16.61	62.774	92.793	30.019				
aa-rwlt-coding-agent-073	8	155	16668	526	0	0	526	672202752	9.441	16.42	43.283	71.598	28.315				
aa-rwlt-coding-agent-073	9	180	16823	532	0	0	532	679870464	8.718	15.837	44.694	69.632	24.938				
aa-rwlt-coding-agent-073	10	95	17003	535	0	0	535	683704320	8.582	15.689	53.351	68.861	15.51				
aa-rwlt-coding-agent-073	11	621	17098	554	0	0	554	707985408	9.659	16.897	46.453	74.109	27.656				
aa-rwlt-coding-agent-073	12	374	17719	566	0	0	566	723320832	9.834	16.996	46.861	72.564	25.703				
aa-rwlt-coding-agent-073	13	191	18093	572	0	0	572	730988544	9.704	16.938	47.432	73.039	25.607				
aa-rwlt-coding-agent-073	14	692	18284	593	0	0	593	757825536	10.53	17.959	49.569	79.246	29.677				
aa-rwlt-coding-agent-073	15	1231	18976	632	0	0	632	807665664	12.539	20.237	58.734	92.047	33.313				
aa-rwlt-coding-agent-073	16	312	20207	642	0	0	642	820445184	12.68	20.814	50.102	81.985	31.883				
aa-rwlt-coding-agent-073	17	105	20519	645	0	0	645	824279040	12.555	20.749	51.288	85.25	33.962				
aa-rwlt-coding-agent-073	18	72	20624	647	0	0	647	826834944	12.054	20.086	49.949	81.751	31.802				
aa-rwlt-coding-agent-073	19	360	20696	658	1	0	658	840892416	12.493	20.619	51.178	83.983	32.805				
aa-rwlt-coding-agent-073	20	77	21056	661	0	0	661	844726272	12.675	20.696	51.275	87.581	36.306				
aa-rwlt-coding-agent-073	21	1322	21133	702	0	0	702	897122304	15.19	23.724	64.493	107.432	42.939				
aa-rwlt-coding-agent-073	22	465	22455	717	0	0	717	916291584	16.593	25.158	53.276	91.878	38.602				
aa-rwlt-coding-agent-073	23	1497	22920	764	0	0	764	976355328	18.982	28.488	69.542	114.366	44.824				
aa-rwlt-coding-agent-073	24	300	24417	773	0	0	773	987856896	18.913	28.038	55.693	98.907	43.214				
aa-rwlt-coding-agent-073	25	1391	24717	816	0	0	816	1042808832	22.297	32.359	76.999	127.061	50.062				
aa-rwlt-coding-agent-073	26	12322	15091	857	0	0	857	1095204864	26.219	36.307	214.127	266.761	52.634				
aa-rwlt-coding-agent-073	27	589	27413	876	0	0	876	1119485952	27.243	37.046	63.324	116.308	52.984				
aa-rwlt-coding-agent-073	28	3161	28002	974	0	0	974	1244725248	35.045	45.906	110.81	173.12	62.31				
aa-rwlt-coding-agent-073	29	5455	26108	987	0	0	987	1261338624	36.333	47.52	146.499	211.492	64.993				
aa-rwlt-coding-agent-073	30	1234	31163	1013	0	0	1013	1294565376	41.015	52.178	79.241	149.88	70.639				
aa-rwlt-coding-agent-073	31	1124	31563	1022	0	0	1022	1306066944	42.298	53.621	83.962	157.026	73.064				
aa-rwlt-coding-agent-073	32	100	32687	1025	0	0	1025	1309900800	42.564	54.339	67.675	135.441	67.766				
aa-rwlt-coding-agent-073	33	247	32787	1033	0	0	1033	1320124416	43.204	54.988	64.661	136.29	71.629				
aa-rwlt-coding-agent-073	34	272	33034	1041	0	0	1041	1330348032	44.027	55.793	63.861	137.759	73.898				
aa-rwlt-coding-agent-073	35	115	33306	1045	0	0	1045	1335459840	44.552	55.949	65.15	136.093	70.943				
aa-rwlt-coding-agent-073	36	114	33421	1048	0	0	1048	1339293696	44.993	56.73	63.876	136.973	73.097				
aa-rwlt-coding-agent-073	37	89	33535	1051	0	0	1051	1343127552	45.078	56.943	64.289	138.835	74.546				
aa-rwlt-coding-agent-073	38	333	33624	1062	0	0	1062	1357185024	46.027	57.877	66.462	141.002	74.54				
aa-rwlt-coding-agent-073	39	231	33957	1069	0	0	1069	1366130688	46.919	58.981	73.254	143.834	70.58				
aa-rwlt-coding-agent-073	40	159	34188	1074	0	0	1074	1372520448	47.607	59.493	65.944	143.161	77.217				
aa-rwlt-coding-agent-073	41	294	34347	1083	0	0	1083	1384022016	53.882	65.818	67.161	150.493	83.332				
aa-rwlt-coding-agent-073	42	99	34641	1086	0	0	1086	1387855872	49.457	61.325	69.869	147.018	77.149				
aa-rwlt-coding-agent-073	43	170	34740	1091	0	0	1091	1394245632	50.4	62.298	69.15	147.877	78.727				
aa-rwlt-coding-agent-073	44	331	34910	1102	0	0	1102	1408303104	50.505	62.539	69.73	147.842	78.112				
aa-rwlt-coding-agent-073	45	4289	32397	1147	0	0	1147	1465810944	56.441	69.001	141.139	227.712	86.573				
aa-rwlt-coding-agent-073	46	1903	35241	1161	0	0	1161	1483702272	59.164	71.525	107.758	204.056	96.298				
aa-rwlt-coding-agent-073	47	255	37144	1169	0	0	1169	1493925888	59.522	71.709	73.682	161.328	87.646				
aa-rwlt-coding-agent-073	48	1408	37399	1213	0	0	1213	1550155776	65.414	77.81	96.231	193.757	97.526				
aa-rwlt-coding-agent-073	49	495	38807	1229	0	0	1229	1570603008	68.333	81.056	75.129	174.347	99.218				
aa-rwlt-coding-agent-073	50	8219	36686	1404	0	0	1404	1794244608	90.361	104.39	232.393	358.614	126.221				
aa-rwlt-coding-agent-073	51	6127	39302	1420	0	0	1420	1814691840	92.876	107.152	200.012	326.168	126.156				
aa-rwlt-coding-agent-073	52	434	45429	1434	0	0	1434	1832583168	94.386	108.657	83.324	214.504	131.18				
aa-rwlt-coding-agent-073	53	491	45863	1449	0	0	1449	1851752448	96.188	110.549	84.757	216.485	131.728				
aa-rwlt-coding-agent-073	54	254	46354	1457	0	0	1457	1861976064	143.011	157.431	83.987	261.903	177.916				
aa-rwlt-coding-agent-073	55	157	46608	1462	0	0	1462	1868365824	98.112	112.403	84.042	215.935	131.893				
aa-rwlt-coding-agent-073	56	1066	46765	1495	0	0	1495	1910538240	101.717	116.667	111.748	246.791	135.043				
aa-rwlt-coding-agent-073	57	2999	44905	1497	0	0	1497	1913094144	116.639	141.475	146.678	312.08	165.402				
aa-rwlt-coding-agent-073	58	888	47831	1523	0	0	1523	1946320896	106.26	121.595	99.828	243.96	144.132				
aa-rwlt-coding-agent-073	59	319	48719	1533	0	0	1533	1959100416	106.664	121.923	93.022	229.371	136.349				
aa-rwlt-coding-agent-073	60	99	49038	1536	0	0	1536	1962934272	124.892	140.004	84.409	246.894	162.485				
aa-rwlt-coding-agent-073	61	278	49137	1545	0	0	1545	1974435840	108.943	124.426	86.62	233.976	147.356				
aa-rwlt-coding-agent-073	62	447	49415	1559	0	0	1559	1992327168	110.907	126.024	88.708	237.753	149.045				
aa-rwlt-coding-agent-073	63	407	49862	1571	0	0	1571	2007662592	113.212	128.338	88.258	239.477	151.219				
aa-rwlt-coding-agent-073	64	774	50269	1596	0	0	1596	2039611392	118.754	134.086	102.321	259.52	157.199				
aa-rwlt-coding-agent-073	65	461	51043	1610	0	0	1610	2057502720	181.79	197.535	91.633	311.306	219.673				
aa-rwlt-coding-agent-073	66	257	51504	1618	0	0	1618	2067726336	127.965	143.505	89.668	257.391	167.723				
aa-rwlt-coding-agent-073	67	226	51761	1625	0	0	1625	2076672000	121.835	137.663	89.082	252.365	163.283				
