conversation_id	conversation_idx	input_tokens	cached_tokens_agg	cached_tokens_disagg	ttft_server_agg_ms	ttft_server_disagg_ms	delta_ttft_ms	proxy_to_ctx_ms	ctx_postproc_ms	relay_hop_ms	gen_preproc_ms	gen_queue_ms	gen_first_decode_ms	proxy_to_client_ms	delta_preproc_ms	delta_queue_ms	delta_prefill_ms	delta_postproc_ms	delta_gpu_forward_ms	delta_prefill_host_ms
aa-rwlt-coding-agent-056	22	60549	60466	60464	76.766	345.225	268.459	1.813	2.658	12.744	4.337	200.139	6.196	0.386	1.551	0.282	44.780	-6.427		
aa-rwlt-coding-agent-056	23	61851	60552	60553	120.288	307.101	186.813	1.873	2.640	13.035	4.546	191.658	5.898	0.402	1.344	0.680	-31.917	-3.346		
aa-rwlt-coding-agent-056	24	62073	61855	61855	87.161	301.891	214.730	1.956	2.664	13.096	4.456	194.996	6.115	0.487	0.217	0.831	-4.406	-5.682		
aa-rwlt-coding-agent-056	25	62284	62076	62077	89.860	312.443	222.583	1.917	2.565	13.262	4.435	195.813	5.848	0.397	-0.571	-0.231	3.145	-3.997		
aa-rwlt-coding-agent-056	26	62585	62288	62288	88.773	361.396	272.623	1.904	2.649	13.201	4.710	222.205	5.862	0.462	0.313	0.301	26.100	-5.084		
aa-rwlt-coding-agent-056	27	63646	62588	62589	121.096	342.569	221.473	1.929	3.072	13.253	4.571	226.957	5.986	0.368	-0.009	0.561	-31.512	-3.703		
aa-rwlt-coding-agent-056	28	63975	63649	63650	91.181	306.675	215.494	1.952	2.583	13.214	4.518	192.322	5.830	0.388	-0.183	0.549	-0.756	-4.923		
aa-rwlt-coding-agent-056	29	64114	63981	63979	91.137	386.322	295.185	1.993	2.666	13.423	4.642	230.078	5.996	0.466	0.392	0.744	38.526	-3.741		
aa-rwlt-coding-agent-056	30	65595	64117	64118	139.023	341.999	202.976	2.535	2.959	13.751	4.981	224.531	6.027	0.507	1.126	2.323	-46.481	-9.283		
aa-rwlt-coding-agent-056	31	66002	65598	65599	90.502	327.061	236.559	2.175	2.697	13.646	4.677	210.667	5.852	0.361	0.588	-1.203	2.608	-5.509		
aa-rwlt-coding-agent-056	32	66227	66005	66006	86.539	328.480	241.941	2.027	2.636	13.697	4.778	215.543	6.032	0.492	0.724	0.690	-0.906	-3.772		
aa-rwlt-coding-agent-056	33	66323	66232	66231	88.695	375.262	286.567	2.104	2.221	13.796	4.852	234.473	7.085	0.609	1.133	0.689	23.981	-4.376		
aa-rwlt-coding-agent-056	34	67147	66333	66327	119.445	395.983	276.538	2.247	2.769	13.983	4.800	244.907	6.098	0.368	2.620	0.789	2.637	-4.680		
aa-rwlt-coding-agent-056	35	68253	67150	67151	124.035	355.831	231.796	2.086	2.658	13.986	4.992	235.280	6.412	0.362	0.699	-0.590	-28.643	-5.446		
aa-rwlt-coding-agent-056	36	68643	68256	68257	95.638	403.785	308.147	2.152	2.732	14.055	5.126	253.625	5.965	0.462	0.487	0.943	26.929	-4.329		
aa-rwlt-coding-agent-056	37	69713	68646	68647	123.627	382.256	258.629	2.163	2.571	14.185	5.016	241.771	6.944	0.632	0.542	0.533	-12.304	-3.424		
aa-rwlt-coding-agent-056	38	70416	69716	69717	117.717	474.639	356.922	2.236	2.790	14.776	5.120	296.985	7.247	0.538	1.122	0.892	31.042	-5.826		
aa-rwlt-coding-agent-056	39	72144	70422	70420	148.199	576.813	428.614	2.392	2.348	15.156	5.300	373.662	6.045	0.467	1.485	0.850	25.952	-5.043		
aa-rwlt-coding-agent-056	40	74847	72147	72148	177.578	424.695	247.117	2.345	3.184	15.149	5.313	299.175	6.223	0.357	0.996	-0.003	-80.839	-4.783		
aa-rwlt-coding-agent-056	41	75142	74850	74851	99.557	399.393	299.836	2.376	2.363	15.237	5.242	270.082	6.912	0.537	-0.705	-0.095	2.330	-4.443		
aa-rwlt-coding-agent-056	42	75339	75146	75146	96.797	441.185	344.388	2.461	3.382	15.821	5.581	288.639	6.610	0.477	0.811	1.286	23.917	-4.597		
aa-rwlt-coding-agent-056	43	75963	75342	75343	124.382	400.787	276.405	2.403	2.540	15.463	5.459	273.504	6.487	0.526	-0.569	0.172	-25.012	-4.568		
aa-rwlt-coding-agent-056	44	76046	75966	75967	102.790	400.609	297.819	2.459	2.743	15.606	5.287	275.580	7.271	0.530	0.015	-3.138	-3.552	-4.982		
aa-rwlt-coding-agent-056	45	76134	76049	76050	96.557	444.265	347.708	2.436	2.678	15.432	5.522	290.339	6.433	0.470	0.448	0.581	28.053	-4.684		
aa-rwlt-coding-agent-056	46	76674	76139	76138	127.302	417.098	289.796	2.467	2.642	15.408	5.717	290.833	6.022	0.472	0.664	0.173	-30.020	-4.582		
aa-rwlt-coding-agent-056	47	76786	76677	76678	102.396	436.792	334.396	2.476	2.854	15.703	5.592	302.272	6.072	0.525	-0.573	0.441	3.547	-4.513		
aa-rwlt-coding-agent-056	48	77071	76789	76790	107.243	415.574	308.331	2.514	2.340	15.629	5.723	287.476	6.732	0.477	0.027	0.293	-7.868	-5.012		
aa-rwlt-coding-agent-056	49	77192	77074	77075	105.464	423.384	317.920	2.497	3.276	15.587	5.568	294.157	6.206	0.350	0.209	-4.742	-0.806	-4.382		
aa-rwlt-coding-agent-056	50	77317	77195	77196	103.357	447.943	344.586	2.458	2.756	15.650	5.536	305.697	6.636	0.470	0.976	0.293	8.924	-4.810		
aa-rwlt-coding-agent-056	51	77747	77320	77321	117.906	442.520	324.614	2.528	2.796	15.671	5.438	307.513	6.294	0.508	0.114	0.262	-13.305	-3.205		
aa-rwlt-coding-agent-056	52	77928	77750	77751	106.104	430.319	324.215	2.543	2.808	15.713	5.959	297.136	6.069	0.480	0.316	0.234	-1.251	-5.792		
aa-rwlt-coding-agent-056	53	78222	77931	77932	108.665	433.698	325.033	2.686	2.877	15.852	5.677	300.558	6.863	0.585	0.113	0.449	-6.141	-4.486		
aa-rwlt-coding-agent-056	54	78344	78225	78226	103.296	442.699	339.403	2.583	2.828	15.579	5.674	306.379	6.514	0.464	0.344	-0.083	3.152	-4.031		
aa-rwlt-coding-agent-056	55	78503	78351	78348	116.647	450.969	334.322	2.597	3.384	15.905	5.878	301.150	6.295	0.475	1.046	0.562	1.337	-4.307		
aa-rwlt-coding-agent-056	56	78866	78506	78507	120.170	502.471	382.301	2.748	2.941	16.271	6.157	328.644	6.379	0.540	1.091	11.524	11.249	-5.243		
aa-rwlt-coding-agent-056	57	79842	78870	78870	128.916	515.649	386.733	2.745	2.906	16.480	6.213	343.496	6.662	0.542	2.408	11.343	-0.470	-5.592		
aa-rwlt-coding-agent-056	58	80817	79851	79846	130.229	528.802	398.573	3.098	3.128	16.507	6.020	349.858	6.974	0.504	1.118	11.449	4.681	-4.764		
aa-rwlt-coding-agent-056	59	81600	80820	80821	135.260	496.112	360.852	2.744	2.892	16.655	6.094	348.820	6.259	0.466	0.948	10.245	-30.086	-4.185		
aa-rwlt-coding-agent-056	60	81683	81605	81604	111.228	141.541	30.313	0.683	2.411	3.898	1.231	21.329	5.523	0.464	-44.719	-14.732	59.806	-5.581		
aa-rwlt-coding-agent-073	0	9944	2028	2028	98.653	52.044	-46.609	0.620	1.938	3.408	1.082	9.368	5.553	0.490	0.433	-0.010	-64.844	-4.647		
aa-rwlt-coding-agent-073	1	10365	9944	9944	35.974	74.696	38.722	0.642	2.394	3.792	1.269	10.100	5.531	0.524	0.998	0.416	17.758	-4.702		
aa-rwlt-coding-agent-073	2	12288	9949	9944	55.747	67.215	11.468	0.656	2.163	4.056	1.315	11.101	5.484	0.371	0.504	0.233	-10.098	-4.317		
aa-rwlt-coding-agent-073	3	13603	12291	12288	46.255	73.979	27.724	1.201	2.189	4.294	1.392	12.214	5.529	0.488	0.600	0.344	4.208	-4.735		
aa-rwlt-coding-agent-073	4	14656	13606	13603	50.930	61.783	10.853	0.954	2.294	4.322	1.397	12.822	5.561	0.482	-0.015	0.147	-12.501	-4.610		
aa-rwlt-coding-agent-073	5	15125	14659	14656	40.812	105.637	64.825	0.763	2.499	4.367	1.469	12.908	5.873	0.529	0.255	-0.232	40.509	-4.115		
aa-rwlt-coding-agent-073	6	15089	10368	10365	82.824	86.184	3.360	0.829	1.986	4.560	1.536	13.738	8.970	0.480	1.393	0.295	-22.061	-8.366		
aa-rwlt-coding-agent-073	7	16666	15128	15125	62.421	66.666	4.245	0.914	2.318	4.636	1.672	13.774	5.915	0.386	0.011	-0.096	-20.939	-4.346		
aa-rwlt-coding-agent-073	8	16821	16669	16666	42.343	65.826	23.483	0.974	2.198	4.714	1.577	13.709	5.545	0.501	0.001	-0.149	-0.605	-4.982		
aa-rwlt-coding-agent-073	9	17001	16824	16821	44.429	65.675	21.246	0.961	2.380	4.666	1.616	13.332	5.488	0.489	-0.004	0.076	-2.298	-5.460		
aa-rwlt-coding-agent-073	10	17096	17004	17001	43.921	70.324	26.403	0.970	2.111	4.820	1.637	14.467	5.559	0.544	0.190	-0.208	0.989	-4.676		
aa-rwlt-coding-agent-073	11	17717	17099	17096	46.123	70.881	24.758	1.031	2.098	4.875	1.722	15.383	5.549	0.494	-0.032	0.146	-1.942	-4.566		
aa-rwlt-coding-agent-073	12	18091	17720	17717	46.172	70.290	24.118	1.017	2.158	4.940	1.743	15.267	5.575	0.479	-0.200	0.042	-2.017	-4.886		
aa-rwlt-coding-agent-073	13	18282	18096	18091	51.706	77.086	25.380	1.071	2.675	5.134	1.789	16.191	5.553	0.484	0.138	0.069	-3.127	-4.597		
aa-rwlt-coding-agent-073	14	18974	18285	18282	48.897	88.738	39.841	1.099	2.145	5.393	1.857	18.465	5.814	0.574	0.568	0.325	8.552	-4.951		
aa-rwlt-coding-agent-073	15	20205	18977	18974	58.486	78.683	20.197	1.136	2.534	5.468	1.956	18.943	5.419	0.521	0.066	0.046	-11.719	-4.173		
aa-rwlt-coding-agent-073	16	20517	20208	20205	50.284	81.001	30.717	1.244	2.311	5.559	1.976	19.350	5.572	0.484	0.189	0.283	-0.771	-5.480		
aa-rwlt-coding-agent-073	17	20622	20520	20517	50.083	79.611	29.528	1.181	2.461	5.508	2.014	19.372	5.713	0.488	0.209	0.201	-3.511	-4.108		
aa-rwlt-coding-agent-073	18	20694	20625	20622	49.380	82.144	32.764	1.229	2.567	5.623	1.965	19.601	5.607	0.504	-0.004	0.295	0.431	-5.054		
aa-rwlt-coding-agent-073	19	21054	20697	20694	50.264	88.906	38.642	1.229	3.356	5.564	2.026	19.560	5.856	0.485	0.205	0.178	3.201	-3.018		
aa-rwlt-coding-agent-073	20	21131	21057	21054	50.535	99.491	48.956	1.327	2.145	5.871	2.182	21.999	5.661	0.491	-0.091	0.648	13.664	-4.941		
aa-rwlt-coding-agent-073	21	22453	21134	21131	64.003	88.741	24.738	1.595	2.573	5.997	2.191	23.010	6.446	0.353	0.388	0.478	-13.156	-5.137		
aa-rwlt-coding-agent-073	22	22918	22456	22453	53.157	110.033	56.876	1.641	2.520	6.455	2.285	25.714	5.670	0.404	1.021	0.173	14.984	-3.991		
aa-rwlt-coding-agent-073	23	24415	22921	22918	69.555	93.269	23.714	1.329	2.585	6.215	2.384	25.701	5.607	0.494	0.269	-0.239	-15.320	-5.311		
aa-rwlt-coding-agent-073	24	24715	24419	24415	54.377	120.204	65.827	1.347	2.531	6.751	2.571	28.859	6.084	0.558	0.976	0.497	20.509	-4.856		
aa-rwlt-coding-agent-073	25	26106	24719	24715	76.878	261.486	184.608	1.869	2.653	7.061	2.525	33.335	5.703	0.478	0.514	0.477	135.419	-5.426		
aa-rwlt-coding-agent-073	26	27411	15092	15089	215.728	112.574	-103.154	1.586	2.563	7.147	2.759	34.164	5.738	0.502	0.817	0.483	-154.758	-4.155		
aa-rwlt-coding-agent-073	27	28000	27414	27411	62.945	167.680	104.735	1.655	2.719	7.353	2.735	42.585	5.677	0.495	1.888	0.341	44.620	-5.333		
aa-rwlt-coding-agent-073	28	31161	28003	28000	110.341	215.309	104.968	1.647	2.435	7.830	2.841	53.103	5.752	0.489	0.796	0.034	34.089	-4.048		
aa-rwlt-coding-agent-073	29	31561	26109	26106	146.156	141.703	-4.453	1.645	2.588	7.798	2.824	45.342	5.682	0.572	1.634	0.055	-67.121	-5.472		
aa-rwlt-coding-agent-073	30	32395	31164	31161	79.286	152.157	72.871	1.700	2.503	7.853	3.122	46.324	6.517	0.506	1.578	-0.014	2.912	-0.130		
aa-rwlt-coding-agent-073	31	32685	31564	31561	83.085	130.351	47.266	1.711	2.575	8.013	2.933	47.042	6.510	0.488	1.413	-0.122	-18.365	-4.932		
aa-rwlt-coding-agent-073	32	32785	32688	32685	64.695	128.839	64.144	1.702	3.145	8.087	2.942	47.845	6.514	0.493	-0.337	0.230	-2.297	-4.180		
aa-rwlt-coding-agent-073	33	33032	32795	32785	64.143	129.416	65.273	1.760	2.450	7.934	2.988	48.606	5.564	0.498	-0.808	0.033	1.158	-4.910		
aa-rwlt-coding-agent-073	34	33304	33035	33032	66.444	129.163	62.719	1.778	2.314	7.920	2.951	48.227	7.920	0.484	-1.180	-0.076	-2.076	-5.543		
aa-rwlt-coding-agent-073	35	33419	33311	33304	64.277	128.929	64.652	1.778	2.542	7.912	2.958	48.825	6.488	0.510	-0.072	-0.252	-1.020	-5.017		
aa-rwlt-coding-agent-073	36	33533	33422	33419	64.899	127.124	62.225	1.776	2.539	7.957	2.960	48.970	5.761	0.513	0.228	-0.054	-3.176	-5.249		
aa-rwlt-coding-agent-073	37	33622	33536	33533	65.602	133.640	68.038	1.786	2.367	8.209	2.988	50.658	6.069	0.561	0.344	0.128	-0.769	-4.303		
aa-rwlt-coding-agent-073	38	33955	33630	33622	72.944	136.238	63.294	1.965	2.926	8.294	3.164	51.611	5.736	0.555	-1.042	0.318	-6.305	-3.928		
aa-rwlt-coding-agent-073	39	34186	33958	33955	67.119	133.282	66.163	1.871	2.428	8.150	3.088	51.874	6.130	0.517	-0.040	-0.208	-2.943	-4.704		
aa-rwlt-coding-agent-073	40	34345	34189	34186	67.959	136.344	68.385	1.878	2.533	8.235	3.071	53.299	6.706	0.487	-1.156	-0.080	-1.324	-5.264		
aa-rwlt-coding-agent-073	41	34639	34348	34345	66.780	135.277	68.497	1.864	2.351	8.205	3.026	53.407	6.042	0.506	-0.235	-0.278	-1.689	-4.702		
aa-rwlt-coding-agent-073	42	34738	34642	34639	68.848	135.646	66.798	1.799	2.682	8.187	3.112	52.411	5.759	0.516	-0.531	-0.098	-2.139	-4.900		
aa-rwlt-coding-agent-073	43	34908	34742	34738	68.012	138.215	70.203	1.933	2.471	8.324	3.196	54.975	6.078	0.493	-0.053	-0.215	-2.181	-4.818		
aa-rwlt-coding-agent-073	44	35239	34912	34908	69.887	215.722	145.835	1.993	2.529	8.611	3.303	58.760	5.646	0.483	0.418	0.355	68.485	-4.748		
aa-rwlt-coding-agent-073	45	36684	32399	32395	141.928	186.821	44.893	2.044	3.148	8.709	3.363	60.966	6.215	0.495	-0.017	-0.018	-35.180	-4.832		
aa-rwlt-coding-agent-073	46	37142	35242	35239	107.606	149.323	41.717	2.035	2.144	8.720	3.313	60.406	5.761	0.528	-0.334	-0.077	-35.545	-5.234		
aa-rwlt-coding-agent-073	47	37397	37145	37142	74.542	181.114	106.572	2.080	3.037	8.995	3.461	65.146	5.728	0.485	0.708	0.503	21.545	-5.116		
aa-rwlt-coding-agent-073	48	38805	37400	37397	96.207	159.370	63.163	2.129	2.331	9.019	3.489	67.667	5.863	0.497	-1.472	0.130	-21.317	-5.173		
aa-rwlt-coding-agent-073	49	39300	38808	38805	74.392	343.792	269.400	2.268	2.903	10.233	3.802	91.098	6.115	0.470	2.899	1.178	152.384	-3.950		
aa-rwlt-coding-agent-073	50	44903	36688	36684	231.897	312.557	80.660	2.365	2.259	10.347	3.966	94.481	6.472	0.470	0.099	2.232	-37.543	-4.488		
aa-rwlt-coding-agent-073	51	45427	39303	39300	196.668	198.969	2.301	2.382	3.172	11.718	4.149	94.455	6.317	0.469	0.267	0.034	-115.672	-4.990		
aa-rwlt-coding-agent-073	52	45861	45430	45427	80.871	209.657	128.786	2.368	2.608	17.804	4.241	96.377	6.432	0.490	0.754	0.396	0.608	-3.292		
aa-rwlt-coding-agent-073	53	46352	45864	45861	84.853	206.724	121.871	2.380	2.324	15.981	4.244	97.266	6.302	0.483	-1.403	-0.015	-0.960	-4.731		
aa-rwlt-coding-agent-073	54	46606	46356	46352	80.413	199.264	118.851	2.387	2.909	10.407	4.051	98.193	6.492	0.367	0.214	-0.431	-0.982	-4.756		
aa-rwlt-coding-agent-073	55	46763	46613	46606	80.984	229.478	148.494	2.490	2.681	10.524	3.971	102.127	5.748	0.484	0.320	0.140	24.805	-4.796		
aa-rwlt-coding-agent-073	56	47829	46766	46763	108.799	268.855	160.056	2.495	2.305	10.636	4.001	102.754	5.856	0.483	-2.201	0.062	38.546	-4.881		
aa-rwlt-coding-agent-073	57	47902	44909	44903	145.947	226.210	80.263	2.514	2.945	10.850	4.103	106.010	6.176	0.525	0.366	0.456	-49.086	-4.596		
aa-rwlt-coding-agent-073	58	48717	47832	47829	103.488	214.876	111.388	2.607	2.471	11.029	4.146	107.415	5.762	0.487	1.480	-4.470	-14.457	-5.082		
aa-rwlt-coding-agent-073	59	49036	48720	48717	99.272	210.370	111.098	2.570	2.534	10.842	4.102	108.411	5.889	0.486	-2.160	-1.549	-15.497	-4.530		
aa-rwlt-coding-agent-073	60	49135	49039	49036	83.120	215.725	132.605	2.579	2.628	10.934	4.089	109.281	5.762	0.497	0.018	-0.049	2.112	-5.246		
aa-rwlt-coding-agent-073	61	49413	49144	49135	84.876	219.516	134.640	2.641	2.637	10.939	4.227	110.720	5.786	0.485	-0.082	-0.050	2.207	-4.870		
aa-rwlt-coding-agent-073	62	49860	49416	49413	88.651	224.176	135.525	2.646	3.568	11.195	4.396	113.572	6.557	0.493	-0.151	0.028	-2.120	-4.659		
aa-rwlt-coding-agent-073	63	50267	49863	49860	90.167	243.124	152.957	2.783	2.679	11.499	4.491	117.099	6.058	0.534	-1.293	2.264	12.457	-5.614		
aa-rwlt-coding-agent-073	64	51041	50268	50267	101.894	234.546	132.652	2.751	2.758	11.350	4.449	118.883	6.656	0.503	0.286	0.658	-12.148	-3.494		
aa-rwlt-coding-agent-073	65	51502	51044	51041	91.134	231.578	140.444	2.732	2.726	11.323	4.332	120.395	5.813	0.518	0.114	-0.182	-2.771	-4.556		
aa-rwlt-coding-agent-073	66	51759	51506	51502	88.899	234.137	145.238	2.747	2.632	11.400	4.446	120.836	6.590	0.484	-0.303	0.078	1.476	-5.148		
aa-rwlt-coding-agent-073	67	51985	51762	51759	89.013	112.584	23.571	0.636	2.252	3.434	1.086	10.450	5.466	0.386	-40.008	-10.002	54.975	-5.104		
